Domain,Sub_domain,Question,Answer,Explanation (detailed),"Refer to, quote"
금융보안법률,전자금융,"전자금융거래법 제10조에 따르면, 금융회사 또는 전자금융업자가 이용자로부터 접근매체의 분실이나 도난 등의 통지를 받은 경우, 그 때부터 제3자가 그 접근매체를 사용함으로 인하여 이용자에게 발생한 손해를 배상할 책임을 지지 않는 경우는?
1 선불전자지급수단이나 전자화폐의 분실 또는 도난 등으로 발생하는 손해로서 대통령령이 정하는 경우
2 이용자가 고의로 접근매체를 분실한 경우
3 금융회사가 접근매체의 분실 사실을 인지하지 못한 경우
4 이용자가 접근매체의 분실 사실을 통지하지 않은 경우",1 선불전자지급수단이나 전자화폐의 분실 또는 도난 등으로 발생하는 손해로서 대통령령이 정하는 경우,"제10조 1항에 따르면, 금융회사 또는 전자금융업자는 이용자로부터 접근매체의 분실이나 도난 등의 통지를 받은 때부터 제3자가 그 접근매체를 사용함으로 인하여 이용자에게 발생한 손해를 배상할 책임을 진다. 다만, 선불전자지급수단이나 전자화폐의 분실 또는 도난 등으로 발생하는 손해로서 대통령령이 정하는 경우에는 그러하지 아니하다.",전자금융거래법 제10조 1항
금융보안법률,전자금융,"전자금융거래법 제10조에 따르면, 접근매체의 분실이나 도난에 대한 통지를 받은 금융회사 또는 전자금융업자가 이용자에게 손해를 배상할 책임이 있는 경우는?
1 이용자가 접근매체의 분실 사실을 통지하지 않은 경우
2 금융회사가 접근매체의 분실 사실을 인지하지 못한 경우
3 제3자가 접근매체를 사용하여 발생한 손해가 이용자에게 발생한 경우
4 이용자가 고의로 접근매체를 분실한 경우",3 제3자가 접근매체를 사용하여 발생한 손해가 이용자에게 발생한 경우,"제10조 1항에 따르면, 금융회사 또는 전자금융업자는 이용자로부터 접근매체의 분실이나 도난 등의 통지를 받은 때부터 제3자가 그 접근매체를 사용함으로 인하여 이용자에게 발생한 손해를 배상할 책임을 진다.",전자금융거래법 제10조 1항
금융보안법률,전자금융,"전자금융보조업자의 지위에 대한 설명으로 옳은 것은?
1 전자금융보조업자는 전자금융업자와 동일한 법적 지위를 가진다.
2 전자금융보조업자는 금융위원회의 감독을 받지 않는다.
3 전자금융보조업자는 전자금융업무와 관련된 자료 제출 요구에 응해야 한다.
4 전자금융보조업자는 전자금융업자의 지시에 따라야 한다.",3 전자금융보조업자는 전자금융업무와 관련된 자료 제출 요구에 응해야 한다.,전자금융보조업자는 전자금융업무와 관련된 자료 제출 요구에 특별한 이유가 없는 한 응해야 한다. 이는 전자금융거래의 안전성과 신뢰성을 확보하기 위한 조치이다.,"전자금융감독규정 제61조(전자금융보조업자 자료제출 기준)

---"
금융보안법률,전자금융,"전자금융보조업자가 금융감독원장의 자료 제출 요구에 응하지 않을 경우, 금융감독원장이 취할 수 있는 조치는?
1 자료 제출 요구를 철회한다.
2 전자금융보조업자에 대한 조사를 실시한다.
3 전자금융보조업자의 업무를 중지시킨다.
4 전자금융보조업자에게 벌금을 부과한다.",2 전자금융보조업자에 대한 조사를 실시한다.,"전자금융보조업자가 금융감독원장의 자료 제출 요구에 응하지 않거나 부실한 자료를 제출한 경우, 금융감독원장은 해당 전자금융보조업자에 대해 조사를 실시할 수 있다.",전자금융감독규정 제40조(외부주문등에 대한 감독 및 검사)
금융보안법률,전자서명,"전자서명법 제1조의 목적에 해당하는 것은 무엇인가?
1 전자문서의 안전성과 신뢰성을 확보하기 위함
2 전자서명 인증서의 유효기간을 연장하기 위함
3 전자서명 기술의 국제 표준화를 위해
4 전자서명 관련 법률의 개정을 위해",1 전자문서의 안전성과 신뢰성을 확보하기 위함,"전자서명법 제1조는 전자서명의 안전성과 신뢰성을 확보하는 것을 목적으로 한다. 이는 전자서명이 법적 효력을 가지기 위해 필수적인 요소로, 전자서명법의 근본적인 목적 중 하나이다.",전자서명법 제1조
금융보안법률,전자서명,"전자서명법 제2조에 따르면, 전자서명의 정의로 올바른 것은?
1 서명자의 실지명의를 확인할 수 있는 것
2 서명자의 직위를 확인할 수 있는 것
3 서명자의 주소를 확인할 수 있는 것
4 서명자의 연락처를 확인할 수 있는 것",1 서명자의 실지명의를 확인할 수 있는 것,"전자서명법 제2조에서는 전자서명을 ""서명자의 실지명의를 확인할 수 있는 것""으로 정의하고 있다. 이는 전자서명이 서명자의 신원을 확인하는 중요한 수단임을 나타낸다.",전자서명법 제2조
금융보안법률,전자서명,"전자서명의 효력에 대한 설명으로 가장 적절한 것은?
1 전자서명은 서명자의 실지명의를 확인할 수 있어야 한다.
2 전자서명은 공인인증기관에서만 발급 가능하다.
3 전자서명은 모든 전자문서에 동일한 법적 효력을 가진다.
4 전자서명은 서명자의 신원을 보장하지 않는다.",1 전자서명은 서명자의 실지명의를 확인할 수 있어야 한다.,전자서명의 효력은 서명자의 실지명의를 확인할 수 있는지 여부에 따라 결정된다. 이는 전자서명이 법적 효력을 가지기 위해 중요한 요소이다. 따라서 전자서명은 서명자의 실지명의를 확인할 수 있어야 한다.,"""전자서명(서명자의 실지명의를 확인할 수 있는 것으로 한정한다)"""
금융보안법률,전자서명,"전자서명의 이용 촉진을 위해 과학기술정보통신부장관이 제공할 수 있는 지원에 해당하지 않는 것은?
1 행정적 지원
2 재정적 지원
3 기술적 지원
4 법적 지원",4 법적 지원,"전자서명의 이용 촉진을 위해 과학기술정보통신부장관은 행정적, 재정적, 기술적 지원을 제공할 수 있다. 법적 지원은 명시되어 있지 않다.",전자서명법 제5조
금융보안법률,전자서명,"다음 중 전자서명법 ""제6조 다양한 전자서명수단의 이용 활성화""에 대한 설명으로 옳은 것은?
1 국가는 특정 전자서명수단만을 이용하도록 제한할 수 있다.
2 국가는 생체인증, 블록체인 등 다양한 전자서명수단의 이용 활성화를 위해 노력해야 한다.
3 국가는 전자서명수단을 특정한 경우에만 다양한 전자서명수단을 허용한다.
4 국가는 전자서명수단의 이용을 제한하는 규칙을 제정해야 한다.","2 국가는 생체인증, 블록체인 등 다양한 전자서명수단의 이용 활성화를 위해 노력해야 한다.","제6조에 따르면 국가는 생체인증, 블록체인 등 다양한 전자서명수단의 이용 활성화를 위해 노력해야 한다고 명시되어 있다. 이는 특정 전자서명수단만을 이용하도록 제한하지 않으며, 다양한 전자서명수단의 활용을 촉진하기 위한 것이다.","전자서명법 제6조 다양한 전자서명수단의 이용 활성화

---"
금융보안법률,전자서명,"전자서명인증업무 운영기준에 포함되지 않는 항목은 무엇인가?
1 전자서명 및 전자문서의 위조ㆍ변조 방지대책
2 전자서명인증서비스의 가입ㆍ이용 절차 및 가입자 확인방법
3 전자서명인증업무의 휴지ㆍ폐지 절차
4 전자서명인증서비스의 요금 및 이용조건",4 전자서명인증서비스의 요금 및 이용조건,"전자서명인증업무 운영기준에는 전자서명 및 전자문서의 위조ㆍ변조 방지대책, 전자서명인증서비스의 가입ㆍ이용 절차 및 가입자 확인방법, 전자서명인증업무의 휴지ㆍ폐지 절차 등이 포함된다. 그러나 전자서명인증서비스의 요금 및 이용조건은 운영기준에 포함되지 않는다.",제7조 전자서명인증업무 운영기준 등
금융보안법률,전자서명,"운영기준 준수사실의 인정을 받은 전자서명인증사업자와 관련하여 옳은 것은?
1 인증업무준칙을 작성하여 게시하고 성실히 준수해야 한다.
2 운영기준 준수사실의 인정을 받은 후 2년간 유효하다.
3 운영기준 준수사실의 인정을 받지 않은 자도 표시할 수 있다.
4 평가기관의 선정 기준은 법인이 아닐 수 있다.",1 인증업무준칙을 작성하여 게시하고 성실히 준수해야 한다.,운영기준 준수사실의 인정을 받은 전자서명인증사업자는 인증업무준칙을 작성하여 인터넷 홈페이지 등에 게시하고 성실히 준수해야 한다. 이는 전자서명인증업무의 투명성과 신뢰성을 확보하기 위한 조치이다.,"""운영기준 준수사실의 인정을 받은 전자서명인증사업자는 다음 각 호의 사항이 포함된 전자서명인증업무준칙(이하 “인증업무준칙”이라 한다)을 작성하여 인터넷 홈페이지 등에 게시하고 성실히 준수하여야 한다."""
금융보안법률,전자서명,"전자서명법 제9조에 따라 인정기관으로 지정될 수 있는 기관은 무엇인가?
1 한국인터넷진흥원
2 과학기술정보통신부
3 금융감독원
4 한국은행",1 한국인터넷진흥원,"제9조에 따르면, 과학기술정보통신부장관은 한국인터넷진흥원을 운영기준 준수사실의 인정에 관한 업무를 수행하는 기관으로 지정할 수 있다. 따라서 인정기관으로 지정될 수 있는 기관은 한국인터넷진흥원이다.",전자서명법 제9조
금융보안법률,전자서명,"인정기관이 전자서명인증사업자에게 발급해야 하는 증명서에 포함되어야 할 내용은 무엇인가?
1 평가 결과와 운영기준 준수 여부
2 인정내용 및 유효기간
3 인증사업자의 재무 상태
4 인증사업자의 고객 수",2 인정내용 및 유효기간,"제9조에 따르면, 인정기관은 운영기준 준수사실을 인정하는 경우 그 인정내용 및 유효기간이 기재된 증명서를 해당 전자서명인증사업자에게 발급해야 한다. 따라서 증명서에 포함되어야 할 내용은 인정내용 및 유효기간이다.",전자서명법 제9조
금융보안법률,전자서명,"평가기관의 선정 기준에 해당하지 않는 것은?
1 법인일 것
2 최근 2년 이내에 평가기관 선정이 취소된 사실이 없을 것
3 전문인력을 3명 이상 상시 고용하고 있을 것
4 평가 업무의 독립성, 객관성, 공정성을 확보할 수 있을 것",3 전문인력을 3명 이상 상시 고용하고 있을 것,평가기관의 선정 기준 중 전문인력을 5명 이상 상시 고용하고 있어야 한다는 조건이 있다. 따라서 3명 이상이라는 조건은 선정 기준에 부합하지 않는다.,전자서명법 시행령 제5조(평가기관의 선정기준 및 절차 등)
금융보안법률,전자서명,"평가기관이 전자서명인증사업자로부터 평가를 신청받은 경우, 평가를 마쳐야 하는 기간은?
1 90일 이내
2 120일 이내
3 180일 이내
4 240일 이내",3 180일 이내,"평가기관은 전자서명인증사업자로부터 평가를 신청받은 날부터 180일 이내에 평가를 마쳐야 한다. 다만, 불가피한 사유가 있는 경우 한 차례만 180일의 범위에서 기간을 연장할 수 있다.",전자서명법 시행령 제6조(평가기관의 업무수행방법 등)
금융보안법률,전자서명,"전자서명인증사업자가 국제통용평가를 받은 경우, 평가기관의 평가를 받은 것으로 보는 이유는 무엇인가?
1 국제통용평가가 국내 평가보다 엄격하기 때문에
2 국제통용평가가 평가기관의 평가를 대체할 수 있기 때문에
3 국제통용평가가 전자서명인증서비스의 안전성을 보장하기 때문에
4 국제통용평가가 전자서명인증서비스의 신뢰성을 보장하기 때문에",2 국제통용평가가 평가기관의 평가를 대체할 수 있기 때문에,"전자서명인증사업자가 국제통용평가를 받은 경우, 이는 평가기관의 평가를 받은 것으로 간주된다. 이는 국제통용평가가 평가기관의 평가를 대체할 수 있는 평가로 인정되기 때문이다. 따라서 전자서명인증사업자는 별도의 평가기관 평가 없이도 국제통용평가를 통해 평가를 받은 것으로 처리된다.","""전자서명인증사업자가 국제통용평가를 받은 경우에는 평가기관의 평가를 받은 것으로 본다."""
금융보안법률,전자서명,"국제통용평가의 선정기준에 포함되지 않는 것은 무엇인가?
1 전자서명인증서비스의 안전성과 신뢰성에 관한 평가
2 평가기준이 운영기준에 부합할 것
3 전자서명인증서비스 관련 국제기구에서 인정되는 평가
4 전자서명인증서비스의 경제적 효율성에 관한 평가",4 전자서명인증서비스의 경제적 효율성에 관한 평가,"국제통용평가의 선정기준은 전자서명인증서비스의 안전성과 신뢰성에 관한 평가, 평가기준이 운영기준에 부합할 것, 그리고 전자서명인증서비스 관련 국제기구에서 인정되는 평가로 구성된다. 경제적 효율성에 관한 평가는 포함되지 않는다.","""국제통용평가의 선정기준은 전자서명인증서비스의 안전성과 신뢰성에 관한 평가일 것, 평가기준이 운영기준에 부합할 것, 전자서명인증서비스 관련 국제기구에서 인정되는 평가일 것."""
금융보안법률,전자서명,"평가기관의 선정이 취소될 수 있는 경우로 옳지 않은 것은?
1 거짓이나 부정한 방법으로 선정된 경우
2 업무정지 기간 중에 평가 업무를 한 경우
3 정당한 사유 없이 평가 업무를 하지 않은 경우
4 평가 업무의 독립성을 확보한 경우",4 평가 업무의 독립성을 확보한 경우,"제12조에 따르면, 평가기관의 선정이 취소될 수 있는 경우는 거짓이나 부정한 방법으로 선정된 경우, 업무정지 기간 중에 평가 업무를 한 경우, 정당한 사유 없이 평가 업무를 하지 않은 경우 등이 포함된다. 평가 업무의 독립성을 확보한 경우는 선정 취소 사유에 해당하지 않는다.",전자서명법 제12조
금융보안법률,전자서명,"전자서명인증사업자가 운영기준 준수사실을 표시할 수 있는 조건은 무엇인가?
1 과학기술정보통신부령에 따라 운영기준 준수사실의 인정을 받은 경우
2 운영기준 준수사실의 인정을 받지 않은 경우
3 유효기간이 도과된 경우
4 운영기준 준수사실의 인정을 받지 않고도 표시할 수 있다",1 과학기술정보통신부령에 따라 운영기준 준수사실의 인정을 받은 경우,"전자서명인증사업자가 운영기준 준수사실을 표시할 수 있는 조건은 과학기술정보통신부령에 따라 운영기준 준수사실의 인정을 받은 경우에 한정된다. 이는 제13조 제1항에 명시되어 있으며, 인정을 받지 않은 경우나 유효기간이 도과된 경우에는 표시할 수 없다.",제13조(운영기준 준수사실의 표시) 1 운영기준 준수사실의 인정을 받은 전자서명인증사업자는 과학기술정보통신부령으로 정하는 바에 따라 운영기준을 준수한다는 사실을 표시할 수 있다.
금융보안법률,전자서명,"전자서명인증사업자가 전자서명인증서비스에 가입하려는 자의 신원을 확인할 때, 본인확인기관인 경우 어떤 기준으로 신원을 확인해야 하는가?
1 주민등록번호
2 실지명의
3 운전면허증 번호
4 여권 번호",2 실지명의,"전자서명인증사업자가 본인확인기관인 경우, 「금융실명거래 및 비밀보장에 관한 법률」 제2조제4호에 따른 실지명의를 기준으로 신원을 확인해야 한다. 이는 전자서명인증서비스의 안전성과 신뢰성을 확보하기 위한 조치이다.","""제14조(신원확인) 운영기준 준수사실의 인정을 받은 전자서명인증사업자는 전자서명인증서비스에 가입하려는 자의 신원을 대통령령으로 정하는 바에 따라 확인하여야 한다."""
금융보안법률,전자서명,"전자서명인증사업자가 인증업무준칙을 작성하여 게시해야 하는 이유로 가장 적절한 것은?
1 인증서 발급 비용 절감
2 전자서명인증서비스의 신뢰성 확보
3 전자서명 기술의 발전 촉진
4 고객의 개인정보 보호 강화",2 전자서명인증서비스의 신뢰성 확보,"전자서명인증사업자는 전자서명인증서비스의 신뢰성을 확보하기 위해 인증업무준칙을 작성하여 게시해야 한다. 이는 서비스의 투명성을 높이고, 사용자에게 신뢰를 제공하기 위한 조치이다.",제15조(전자서명인증업무준칙의 준수 등) 1 운영기준 준수사실의 인정을 받은 전자서명인증사업자는 다음 각 호의 사항이 포함된 전자서명인증업무준칙(이하 “인증업무준칙”이라 한다)을 작성하여 인터넷 홈페이지 등에 게시하고 성실히 준수하여야 한다.
금융보안법률,전자서명,"전자서명인증사업자가 인증업무준칙을 변경한 경우, 다음 중 올바른 조치는?
1 변경 사항을 내부적으로만 공유한다.
2 변경된 인증업무준칙을 게시하지 않는다.
3 변경된 인증업무준칙을 인터넷 홈페이지에 게시한다.
4 변경된 인증업무준칙을 고객에게 개별 통지한다.",3 변경된 인증업무준칙을 인터넷 홈페이지에 게시한다.,전자서명인증사업자는 인증업무준칙을 변경한 경우에도 이를 인터넷 홈페이지에 게시하여야 한다. 이는 사용자에게 변경된 내용을 투명하게 공개하기 위한 조치이다.,제15조(전자서명인증업무준칙의 준수 등) 1 인증업무준칙을 변경한 경우에도 또한 같다.
금융보안법률,전자서명,"전자서명법 제16조에 따르면, 과학기술정보통신부장관이 전자서명인증사업자에게 검사를 실시하기 위해 필요한 절차로 옳은 것은?
1 검사 3일 전까지 검사계획을 통보해야 한다.
2 검사 5일 전까지 검사계획을 통보해야 한다.
3 검사 7일 전까지 검사계획을 통보해야 한다.
4 검사 10일 전까지 검사계획을 통보해야 한다.",3 검사 7일 전까지 검사계획을 통보해야 한다.,"제16조에 따르면, 과학기술정보통신부장관은 검사를 실시하기 7일 전까지 검사일시, 검사목적, 검사내용 등의 검사계획을 해당 전자서명인증사업자에게 알려야 한다.",전자서명법 제16조 제2항
금융보안법률,전자서명,"전자서명법 제16조에 의거하여, 전자서명인증사업자에 대한 검사를 수행하는 공무원이 반드시 보여주어야 하는 것은?
1 검사 계획서
2 권한 증표
3 검사 결과 보고서
4 출입 허가서",2 권한 증표,"제16조에 따르면, 출입ㆍ검사를 하는 공무원은 그 권한을 나타내는 증표를 관계인에게 보여주어야 한다.",전자서명법 제16조 제3항
금융보안법률,전자서명,"전자서명법 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우 부과되는 과태료의 최대 금액은?
1 500만원
2 1,000만원
3 2,000만원
4 3,000만원","3 2,000만원","전자서명법 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 않은 경우, 과태료는 최대 2,000만원까지 부과될 수 있다. 이는 법령에 명시된 금액으로, 시정명령의 중요성을 강조하기 위한 조치이다.",전자서명법 제26조(과태료) 1 제17조에 따른 시정명령을 정당한 사유 없이 이행하지 아니한 자에게는 2천만원 이하의 과태료를 부과한다.
금융보안법률,전자서명,"전자서명법 제17조에 따른 시정명령을 위반한 경우, 과태료 부과 주체는 누구인가?
1 법무부장관
2 과학기술정보통신부장관
3 금융위원회
4 경찰청장",2 과학기술정보통신부장관,"전자서명법 제17조에 따른 시정명령을 위반한 경우, 과태료는 과학기술정보통신부장관이 부과한다. 이는 전자서명 관련 업무의 주무부처가 과학기술정보통신부임을 나타낸다.",전자서명법 제26조(과태료) 3 제1항 및 제2항에 따른 과태료는 대통령령으로 정하는 바에 따라 과학기술정보통신부장관이 부과ㆍ징수한다.
금융보안법률,전자서명,"전자서명인증사업자가 전자문서의 시점을 확인할 때 필요한 조건은?
1 전자문서의 발송자 확인
2 전자문서의 수신자 확인
3 가입자 또는 이용자의 요청
4 전자문서의 내용 확인",3 가입자 또는 이용자의 요청,전자서명인증사업자가 전자문서의 시점을 확인하기 위해서는 가입자 또는 이용자의 요청이 필요하다. 이는 전자문서의 시점 확인이 임의로 이루어지는 것이 아니라 요청에 의해 수행된다는 것을 의미한다.,전자서명법 제18조
금융보안법률,전자서명,"다음 중 전자서명법 제19조 ""전자서명생성정보의 보호 등""에 관한 설명으로 옳은 것은?
1 타인의 전자서명생성정보를 도용할 수 있다.
2 운영기준 준수사실의 인정을 받은 전자서명인증사업자가 발급하는 인증서와 관련하여 거짓으로 발급받을 수 있다.
3 타인의 전자서명생성정보를 누설해서는 안 된다.
4 전자서명인증사업자가 발급하는 인증서는 누구나 발급받을 수 있다.",3 타인의 전자서명생성정보를 누설해서는 안 된다.,"제19조에 따르면, 누구든지 타인의 전자서명생성정보를 도용하거나 누설해서는 안 된다고 명시되어 있다. 이는 전자서명생성정보의 보호를 위한 중요한 규정이다.","""제19조(전자서명생성정보의 보호 등) 1 누구든지 타인의 전자서명생성정보를 도용하거나 누설해서는 아니 된다."""
금융보안법률,전자서명,"전자서명인증사업자가 손해배상책임을 이행하기 위해 가입해야 하는 보험의 요건으로 옳은 것은?
1 연간 총 보상액의 한도가 5억 원 이상일 것
2 사고 발생 시 즉시 보상할 것
3 연간 총 보상액의 한도가 10억 원 이상일 것
4 보험 가입 기간이 1년 이상일 것",3 연간 총 보상액의 한도가 10억 원 이상일 것,전자서명인증사업자는 손해배상책임을 이행하기 위해 연간 총 보상액의 한도가 10억 원 이상인 책임보험에 가입해야 한다. 이는 전자서명법 제11조에 명시되어 있다.,전자서명법 제11조(손해배상을 위한 보험 가입)
금융보안법률,전자서명,"한국인터넷진흥원이 전자서명인증 정책을 지원하기 위해 수행하는 업무로 옳지 않은 것은?
1 전자서명인증 관련 기술개발 및 보급
2 전자서명인증 관련 제도 연구 및 국제협력 지원
3 전자서명인증사업자에 대한 검사 지원
4 전자서명인증서 발급 및 관리",4 전자서명인증서 발급 및 관리,"한국인터넷진흥원은 전자서명인증 정책을 지원하기 위해 전자서명인증 관련 기술개발 및 보급, 제도 연구 및 국제협력 지원, 전자서명인증사업자에 대한 검사 지원 등의 업무를 수행한다. 그러나 전자서명인증서의 발급 및 관리는 전자서명인증사업자의 업무이다.",전자서명법 제21조
금융보안법률,전자서명,"전자서명인증 정책의 지원을 위해 한국인터넷진흥원이 수행하는 업무에 해당하는 것은?
1 전자서명인증서의 유효성 검증
2 전자서명인증 관련 표준화 연구
3 전자서명인증서의 폐기
4 전자서명인증서의 재발급",2 전자서명인증 관련 표준화 연구,"한국인터넷진흥원은 전자서명인증 정책의 지원을 위해 전자서명인증 관련 기술개발 및 보급, 표준화 연구, 제도 연구 및 국제협력 지원 등의 업무를 수행한다. 전자서명인증서의 유효성 검증, 폐기, 재발급은 전자서명인증사업자의 업무이다.",전자서명법 제21조
금융보안법률,전자서명,"전자서명법 제22조에 따른 분쟁 조정의 주체로 올바른 것은?
1 금융감독원
2 한국인터넷진흥원
3 과학기술정보통신부
4 개인정보보호위원회",2 한국인터넷진흥원,"전자서명법 제22조에 따르면, 전자서명과 관련된 분쟁의 조정은 한국인터넷진흥원이 담당한다. 이는 전자서명 인증과 관련된 기술적, 법적 문제를 전문적으로 다루기 위한 기관으로 지정되어 있다.",전자서명법 제22조
금융보안법률,전자서명,"전자서명법 제22조에 따른 분쟁 조정 절차에 대한 설명으로 올바른 것은?
1 분쟁 조정은 법원의 판결을 통해 이루어진다.
2 분쟁 조정은 당사자 간의 합의로만 이루어진다.
3 분쟁 조정은 한국인터넷진흥원의 조정위원회를 통해 이루어진다.
4 분쟁 조정은 과학기술정보통신부의 명령에 의해 이루어진다.",3 분쟁 조정은 한국인터넷진흥원의 조정위원회를 통해 이루어진다.,"전자서명법 제22조에 따르면, 전자서명과 관련된 분쟁은 한국인터넷진흥원의 조정위원회를 통해 조정된다. 이는 당사자 간의 합의와 조정위원회의 중재를 통해 해결을 도모하는 절차이다.",전자서명법 제22조
금융보안법률,전자서명,"과학기술정보통신부장관이 전자서명 관련 업무를 위탁할 수 있는 기관은?
1 한국인터넷진흥원
2 한국정보보호진흥원
3 한국데이터진흥원
4 한국전자통신연구원",1 한국인터넷진흥원,"제23조에 따르면, 과학기술정보통신부장관은 전자서명 관련 업무를 한국인터넷진흥원에 위탁할 수 있다. 이는 전자서명 인증업무의 운영기준 마련과 같은 업무를 포함한다.","""제23조(업무의 위탁) 과학기술정보통신부장관은 제5조 및 제7조제2항에 따른 업무의 전부 또는 일부를 대통령령으로 정하는 바에 따라 인터넷진흥원 또는 관계 전문기관에 위탁할 수 있다."""
금융보안법률,전자서명,"전자서명법 제23조에 따라 과학기술정보통신부장관이 위탁할 수 있는 업무는?
1 전자서명 인증서 발급
2 전자서명 인증업무 운영기준 마련
3 전자서명 인증서 폐기
4 전자서명 인증서 갱신",2 전자서명 인증업무 운영기준 마련,"전자서명법 제23조에 따르면, 과학기술정보통신부장관은 전자서명 인증업무 운영기준 마련 업무를 한국인터넷진흥원에 위탁할 수 있다. 이는 전자서명 인증서 발급, 폐기, 갱신과는 다른 업무이다.","""제12조(업무의 위탁) 과학기술정보통신부장관은 법 제23조에 따라 다음 각 호의 업무를 한국인터넷진흥원에 위탁한다. 2. 법 제7조제2항에 따른 전자서명인증업무 운영기준 마련 업무"""
금융보안법률,전자서명,"전자서명법 제24조에 따르면, 타인의 전자서명생성정보를 도용하거나 누설한 자에 대한 처벌로 옳은 것은?
1 1년 이하의 징역 또는 1천만원 이하의 벌금
2 2년 이하의 징역 또는 2천만원 이하의 벌금
3 3년 이하의 징역 또는 3천만원 이하의 벌금
4 5년 이하의 징역 또는 5천만원 이하의 벌금",3 3년 이하의 징역 또는 3천만원 이하의 벌금,"제24조에 따르면, 타인의 전자서명생성정보를 도용하거나 누설한 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해진다. 이는 전자서명 관련 정보의 중요성을 강조하고, 이를 보호하기 위한 강력한 법적 조치이다.",제24조(벌칙) 1 다음 각 호의 어느 하나에 해당하는 자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.
금융보안법률,전자서명,"전자서명법 제24조에 의하면, 인증서를 부정하게 행사할 목적으로 타인에게 양도 또는 대여한 자에 대한 처벌로 옳은 것은?
1 6개월 이하의 징역 또는 500만원 이하의 벌금
2 1년 이하의 징역 또는 1천만원 이하의 벌금
3 2년 이하의 징역 또는 2천만원 이하의 벌금
4 3년 이하의 징역 또는 3천만원 이하의 벌금",2 1년 이하의 징역 또는 1천만원 이하의 벌금,"제24조에 따르면, 인증서를 부정하게 행사할 목적으로 타인에게 양도 또는 대여한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해진다. 이는 인증서의 부정 사용을 방지하기 위한 법적 조치이다.","제24조(벌칙) 2 제19조제2항제2호를 위반하여 부정하게 행사하게 할 목적으로 인증서를 타인에게 양도 또는 대여하거나, 부정하게 행사할 목적으로 인증서를 타인으로부터 양도 또는 대여받은 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다."
금융보안법률,전자서명,"전자서명법 제25조 양벌규정에 따르면, 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 법인의 업무에 관하여 위반행위를 한 경우, 법인 또는 개인에게도 벌금형을 과할 수 있는 조건은 무엇인가?
1 법인 또는 개인이 위반행위를 방지하기 위한 주의와 감독을 게을리한 경우
2 법인 또는 개인이 위반행위를 방지하기 위한 주의와 감독을 철저히 한 경우
3 법인 또는 개인이 위반행위를 방지하기 위한 주의와 감독을 일부만 한 경우
4 법인 또는 개인이 위반행위를 방지하기 위한 주의와 감독을 전혀 하지 않은 경우",1 법인 또는 개인이 위반행위를 방지하기 위한 주의와 감독을 게을리한 경우,"제25조 양벌규정에 따르면, 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 법인의 업무에 관하여 위반행위를 한 경우, 해당 법인 또는 개인에게도 벌금형을 과할 수 있다. 그러나 법인 또는 개인이 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 않은 경우에는 벌금형을 과하지 않는다.","""제25조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제24조의 위반행위를 한 경우에는 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다."""
금융보안법률,전자서명,"전자서명법 제26조에 따르면, 제13조 제1항을 위반하여 운영기준 준수사실을 표시한 자에게 부과되는 과태료의 최대 금액은 얼마인가?
1 250만원
2 350만원
3 500만원
4 1,000만원",3 500만원,"전자서명법 제26조 제2항 제1호에 따르면, 제13조 제1항을 위반하여 운영기준 준수사실을 표시한 자에게는 500만원 이하의 과태료가 부과된다. 따라서 최대 금액은 500만원이다.",전자서명법 제26조 제2항 제1호
금융보안법률,전자서명,"전자서명법 제2조에 따른 ""전자서명""의 정의로 가장 적절한 것은?
1 서명자의 실지명의를 확인할 수 있는 전자서명
2 서명자의 직위를 확인할 수 있는 전자서명
3 서명자의 이메일 주소를 확인할 수 있는 전자서명
4 서명자의 전화번호를 확인할 수 있는 전자서명",1 서명자의 실지명의를 확인할 수 있는 전자서명,"전자서명법 제2조에 따르면, ""전자서명""은 서명자의 실지명의를 확인할 수 있는 것으로 정의된다. 이는 서명자의 신원을 명확히 확인할 수 있는 전자적 수단을 의미한다.",전자서명법 제2조
